01 01 2017, 0.00, 4.49
02 01 2017, 0.00, 4.31
03 01 2017, 0.00, 9.43
04 01 2017, 0.00, 8.83
05 01 2017, 0.00, 7.43
06 01 2017, 0.00, 2.92
07 01 2017, 0.00, 1.34
08 01 2017, 0.00, 1.11
09 01 2017, 0.00, 1.18
10 01 2017, 0.00, 3.35
11 01 2017, 0.00, 4.48
12 01 2017, 0.00, 6.48
13 01 2017, 0.00, 14.03
14 01 2017, 0.00, 11.10
15 01 2017, 0.00, 6.23
16 01 2017, 0.00, 5.81
17 01 2017, 0.00, 5.53
18 01 2017, 0.00, 7.86
19 01 2017, 0.00, 5.77
20 01 2017, 0.00, 5.13
21 01 2017, 0.00, 7.41
22 01 2017, 0.00, 6.65
23 01 2017, 0.00, 6.93
24 01 2017, 0.00, 5.94
25 01 2017, 0.00, 5.90
26 01 2017, 0.00, 7.85
27 01 2017, 0.00, 4.66
28 01 2017, 0.00, 3.88
29 01 2017, 0.00, 6.00
30 01 2017, 0.00, 7.60
31 01 2017, 0.00, 6.49
01 02 2017, 0.00, 15.40
02 02 2017, 0.00, 15.78
03 02 2017, 0.00, 16.46
04 02 2017, 0.00, 17.19
05 02 2017, 0.00, 17.78
06 02 2017, 0.00, 16.47
07 02 2017, 0.00, 16.42
08 02 2017, 0.00, 12.99
09 02 2017, 0.00, 10.75
10 02 2017, 0.00, 11.05
11 02 2017, 0.00, 9.82
12 02 2017, 0.00, 9.68
13 02 2017, 0.00, 7.66
15 02 2017, 0.00, 9.39
16 02 2017, 0.00, 10.40
17 02 2017, 0.00, 9.79
18 02 2017, 0.00, 10.45
19 02 2017, 0.00, 9.95
20 02 2017, 0.00, 8.93
21 02 2017, 0.00, 11.64
22 02 2017, 0.00, 10.51
23 02 2017, 0.00, 17.72
24 02 2017, 0.00, 11.82
25 02 2017, 0.00, 7.89
26 02 2017, 0.00, 7.18
27 02 2017, 0.00, 15.62
28 02 2017, 0.00, 14.59
01 03 2017, 0.00, 16.53
02 03 2017, 0.00, 6.47
03 03 2017, 0.00, 8.28
04 03 2017, 0.00, 12.61
05 03 2017, 0.00, 14.91
06 03 2017, 0.00, 16.21
07 03 2017, 0.00, 9.27
08 03 2017, 0.00, 12.50
09 03 2017, 0.00, 14.27
10 03 2017, 0.00, 12.42
11 03 2017, 0.00, 8.04
12 03 2017, 0.00, 9.13
13 03 2017, 0.00, 10.77
14 03 2017, 0.00, 9.19
15 03 2017, 0.00, 8.30
16 03 2017, 0.00, 5.91
17 03 2017, 0.00, 9.98
18 03 2017, 0.00, 16.76
19 03 2017, 0.38, 17.03
20 03 2017, 0.00, 21.15
21 03 2017, 0.00, 18.44
22 03 2017, 0.00, 20.36
23 03 2017, 12.12, 20.52
24 03 2017, 81.05, 18.35
25 03 2017, 0.00, 10.12
26 03 2017, 0.00, 12.28
27 03 2017, 0.00, 5.98
28 03 2017, 0.00, 8.41
29 03 2017, 0.00, 11.12
30 03 2017, 0.00, 16.21
31 03 2017, 0.00, 12.62
01 04 2017, 0.00, 13.14
02 04 2017, 0.00, 11.75
03 04 2017, 0.00, 9.71
04 04 2017, 0.00, 15.05
05 04 2017, 1.40, 18.47
06 04 2017, 0.00, 18.78
07 04 2017, 0.00, 8.09
08 04 2017, 0.00, 12.25
09 04 2017, 0.00, 14.52
10 04 2017, 0.00, 12.07
11 04 2017, 0.00, 16.68
12 04 2017, 0.00, 8.44
13 04 2017, 0.00, 18.30
14 04 2017, 0.00, 10.77
15 04 2017, 0.00, 12.82
16 04 2017, 0.00, 20.54
17 04 2017, 0.00, 7.51
18 04 2017, 0.00, 12.13
19 04 2017, 0.00, 8.91
20 04 2017, 0.00, 11.44
21 04 2017, 0.00, 9.14
22 04 2017, 0.00, 13.05
23 04 2017, 0.00, 11.13
24 04 2017, 0.00, 8.90
25 04 2017, 0.00, 13.12
26 04 2017, 0.00, 14.50
27 04 2017, 0.00, 18.98
28 04 2017, 0.00, 27.42
29 04 2017, 0.00, 16.01
30 04 2017, 0.00, 13.85
01 05 2017, 0.00, 8.08
02 05 2017, 0.00, 20.61
03 05 2017, 0.00, 21.27
04 05 2017, 0.00, 23.21
05 05 2017, 4.17, 15.13
06 05 2017, 4.57, 22.73
07 05 2017, 69.63, 21.14
08 05 2017, 0.00, 18.80
09 05 2017, 56.27, 18.55
10 05 2017, 0.00, 8.91
11 05 2017, 0.00, 10.80
12 05 2017, 0.88, 20.12
13 05 2017, 25.94, 25.30
14 05 2017, 0.00, 22.31
15 05 2017, 0.00, 18.89
16 05 2017, 77.11, 26.15
17 05 2017, 0.00, 17.69
18 05 2017, 0.00, 13.95
19 05 2017, 0.00, 17.90
20 05 2017, 0.00, 15.64
21 05 2017, 0.00, 25.06
22 05 2017, 0.00, 22.37
23 05 2017, 15.17, 25.96
24 05 2017, 3.05, 24.70
25 05 2017, 0.00, 10.80
26 05 2017, 5.71, 18.84
27 05 2017, 2.15, 18.54
28 05 2017, 0.00, 16.41
29 05 2017, 0.00, 14.99
30 05 2017, 0.00, 17.88
31 05 2017, 0.00, 28.15
01 06 2017, 70.60, 31.42
02 06 2017, 0.00, 14.56
03 06 2017, 19.25, 24.52
04 06 2017, 35.32, 24.48
05 06 2017, 0.00, 32.52
06 06 2017, 79.08, 27.96
07 06 2017, 0.00, 32.46
08 06 2017, 0.00, 18.45
09 06 2017, 0.00, 16.91
10 06 2017, 0.00, 21.51
11 06 2017, 0.00, 19.89
12 06 2017, 0.00, 22.68
13 06 2017, 0.38, 26.64
14 06 2017, 0.00, 20.30
15 06 2017, 0.00, 14.36
16 06 2017, 0.00, 19.01
17 06 2017, 2.08, 24.38
18 06 2017, 0.00, 19.96
19 06 2017, 0.00, 23.30
20 06 2017, 0.00, 22.62
21 06 2017, 0.65, 24.67
22 06 2017, 0.00, 21.42
23 06 2017, 558.99, 29.26
24 06 2017, 0.00, 30.44
25 06 2017, 488.26, 35.38
26 06 2017, 0.02, 38.05
27 06 2017, 19.55, 26.38
28 06 2017, 283.99, 35.04
29 06 2017, 752.95, 33.42
30 06 2017, 0.00, 21.93
01 07 2017, 0.00, 38.01
02 07 2017, 37.25, 22.63
03 07 2017, 0.10, 22.53
04 07 2017, 0.00, 14.72
05 07 2017, 5.26, 25.44
06 07 2017, 146.05, 26.14
07 07 2017, 0.00, 28.74
08 07 2017, 0.00, 32.25
09 07 2017, 62.30, 30.13
10 07 2017, 10.32, 39.45
11 07 2017, 208.86, 43.95
12 07 2017, 19.22, 36.20
13 07 2017, 531.53, 33.99
14 07 2017, 0.00, 10.22
15 07 2017, 0.24, 19.12
16 07 2017, 38.08, 20.85
17 07 2017, 9.02, 20.01
18 07 2017, 0.00, 24.73
19 07 2017, 0.00, 25.72
20 07 2017, 0.00, 26.03
21 07 2017, 93.79, 30.47
22 07 2017, 0.00, 29.18
23 07 2017, 33.34, 35.43
24 07 2017, 493.09, 35.95
25 07 2017, 9.60, 28.67
26 07 2017, 0.00, 18.91
27 07 2017, 1.00, 27.34
28 07 2017, 0.00, 21.36
29 07 2017, 1.30, 25.08
30 07 2017, 0.00, 24.60
31 07 2017, 51.44, 35.48
01 08 2017, 0.00, 33.52
02 08 2017, 3.40, 28.52
03 08 2017, 3.16, 30.91
04 08 2017, 176.79, 35.39
05 08 2017, 291.89, 40.90
06 08 2017, 5.93, 35.93
07 08 2017, 64.72, 42.30
08 08 2017, 0.00, 18.22
09 08 2017, 0.00, 34.18
10 08 2017, 382.59, 31.25
11 08 2017, 620.30, 35.79
12 08 2017, 0.00, 35.98
13 08 2017, 0.00, 29.56
14 08 2017, 0.00, 23.84
15 08 2017, 0.00, 21.47
16 08 2017, 0.00, 18.63
17 08 2017, 123.44, 27.66
18 08 2017, 66.60, 31.23
19 08 2017, 0.00, 28.26
20 08 2017, 0.00, 41.90
21 08 2017, 0.00, 15.51
22 08 2017, 0.37, 14.65
23 08 2017, 2.46, 17.03
24 08 2017, 0.00, 13.89
25 08 2017, 0.00, 28.65
26 08 2017, 31.60, 27.71
27 08 2017, 123.13, 27.29
28 08 2017, 5.89, 30.80
29 08 2017, 0.00, 16.91
30 08 2017, 0.00, 15.32
31 08 2017, 0.00, 17.07
01 09 2017, 0.00, 24.03
02 09 2017, 0.00, 24.21
03 09 2017, 0.00, 35.11
04 09 2017, 0.00, 24.64
05 09 2017, 27.78, 17.38
06 09 2017, 0.00, 23.77
07 09 2017, 25.92, 24.80
08 09 2017, 0.00, 16.48
09 09 2017, 0.00, 23.63
10 09 2017, 38.67, 25.04
11 09 2017, 0.00, 32.54
12 09 2017, 84.33, 38.79
13 09 2017, 0.00, 22.49
14 09 2017, 0.00, 28.13
15 09 2017, 0.00, 24.10
16 09 2017, 0.00, 27.60
17 09 2017, 0.00, 34.12
18 09 2017, 0.00, 17.05
19 09 2017, 0.00, 22.88
20 09 2017, 0.00, 20.61
21 09 2017, 0.00, 22.67
22 09 2017, 0.00, 20.50
23 09 2017, 0.00, 13.92
24 09 2017, 0.00, 22.53
25 09 2017, 5.43, 19.69
26 09 2017, 0.00, 24.61
27 09 2017, 0.00, 24.41
28 09 2017, 0.74, 19.60
29 09 2017, 0.00, 12.34
30 09 2017, 0.00, 11.83
01 10 2017, 0.00, 9.44
02 10 2017, 0.00, 10.78
04 10 2017, 0.00, 11.65
05 10 2017, 0.00, 21.51
06 10 2017, 0.00, 21.58
07 10 2017, 0.00, 13.86
08 10 2017, 0.00, 14.39
09 10 2017, 0.00, 18.44
10 10 2017, 0.00, 15.70
11 10 2017, 0.00, 20.80
12 10 2017, 0.00, 19.40
13 10 2017, 0.00, 17.68
14 10 2017, 0.00, 17.79
15 10 2017, 0.00, 20.00
16 10 2017, 0.00, 22.34
17 10 2017, 0.00, 19.65
18 10 2017, 0.00, 15.74
19 10 2017, 0.00, 14.62
20 10 2017, 0.00, 12.10
21 10 2017, 0.00, 17.48
22 10 2017, 0.00, 24.18
23 10 2017, 0.00, 25.36
24 10 2017, 0.00, 17.95
25 10 2017, 0.00, 13.05
26 10 2017, 0.00, 19.32
27 10 2017, 0.00, 19.77
28 10 2017, 0.00, 16.04
29 10 2017, 1.92, 13.80
30 10 2017, 0.00, 8.15
31 10 2017, 6.09, 9.15
01 11 2017, 0.00, 12.76
02 11 2017, 0.00, 17.78
03 11 2017, 0.00, 16.38
04 11 2017, 0.00, 11.77
05 11 2017, 0.00, 9.99
06 11 2017, 0.00, 14.81
07 11 2017, 0.00, 10.94
08 11 2017, 0.00, 19.83
09 11 2017, 0.00, 19.16
10 11 2017, 0.00, 12.84
11 11 2017, 0.00, 15.86
12 11 2017, 0.00, 17.07
13 11 2017, 0.00, 18.99
14 11 2017, 0.00, 18.45
15 11 2017, 0.00, 8.25
16 11 2017, 0.00, 14.71
17 11 2017, 0.00, 16.61
18 11 2017, 0.00, 18.25
19 11 2017, 0.00, 8.54
20 11 2017, 0.00, 9.63
21 11 2017, 0.00, 11.40
22 11 2017, 0.00, 19.77
23 11 2017, 0.00, 12.68
24 11 2017, 0.00, 13.46
25 11 2017, 0.00, 14.52
26 11 2017, 0.00, 20.03
27 11 2017, 0.00, 8.38
28 11 2017, 0.00, 4.93
29 11 2017, 0.00, 10.01
30 11 2017, 0.00, 16.21
01 12 2017, 0.00, 8.88
02 12 2017, 0.00, 5.79
03 12 2017, 0.00, 7.75
04 12 2017, 0.00, 9.48
05 12 2017, 0.00, 8.37
06 12 2017, 0.00, 13.01
07 12 2017, 0.00, 12.76
08 12 2017, 0.00, 7.83
09 12 2017, 0.00, 13.77
10 12 2017, 0.00, 5.21
11 12 2017, 0.00, 15.49
12 12 2017, 0.00, 18.63
13 12 2017, 0.00, 18.03
14 12 2017, 0.00, 9.28
15 12 2017, 0.00, 12.51
16 12 2017, 0.00, 15.38
17 12 2017, 0.00, 6.89
18 12 2017, 0.00, 7.25
19 12 2017, 0.00, 6.26
20 12 2017, 0.00, 5.85
21 12 2017, 0.00, 7.16
22 12 2017, 0.00, 11.85
23 12 2017, 0.00, 8.88
24 12 2017, 0.00, 20.07
25 12 2017, 0.00, 9.65
26 12 2017, 0.00, 8.30
27 12 2017, 0.00, 14.37
28 12 2017, 0.00, 13.52
29 12 2017, 0.00, 9.72
30 12 2017, 0.00, 4.05
31 12 2017, 0.00, 12.52
