0.0 1.5 2.0
0.05 1.58068842868 1.2580183848
0.1 1.62923755399 0.718547539368
0.15 1.65569099843 0.366883661536
0.2 1.6681945436 0.151549349556
0.25 1.67229943014 0.0239307848348
0.3 1.67146391524 -0.0506793305857
0.35 1.66774368015 -0.0942672976416
0.4 1.66233216277 -0.119977787762
0.45 1.65591477414 -0.135450857285
0.5 1.64888361296 -0.145071337563
0.55 1.64146283733 -0.151345548034
0.6 1.63378060689 -0.155707236318
0.65 1.62591008127 -0.158979704315
0.7 1.61789275781 -0.161638506098
0.75 1.60975178364 -0.163960469272
0.8 1.60149957714 -0.166108353714
0.85 1.59314221291 -0.168179141866
0.9 1.58468195496 -0.170231703107
0.95 1.5761187276 -0.172302750075
1.0 1.56745097102 -0.174416095022
1.05 1.55867613874 -0.176588061577
1.1 1.5497909858 -0.178830683628
1.15 1.54079173124 -0.181153607958
1.2 1.53167414608 -0.183565246426
1.25 1.52243359627 -0.186073497176
1.3 1.51306505568 -0.188686198551
1.35 1.50356310102 -0.191411440626
1.4 1.49392189347 -0.194257791682
1.45 1.48413514962 -0.197234476657
1.5 1.47419610517 -0.200351536777
1.55 1.46409747077 -0.203619975504
1.6 1.45383137933 -0.207051926856
1.65 1.44338932536 -0.210660824557
1.7 1.43276209614 -0.214461590152
1.75 1.42193968918 -0.218470866348
1.8 1.41091122221 -0.222707262296
1.85 1.39966482714 -0.227191663356
1.9 1.38818752748 -0.231947586201
1.95 1.37646509724 -0.237001596194
2.0 1.36448189858 -0.242383817818
2.05 1.35222067597 -0.248128572812
2.1 1.33966234683 -0.254275036966
2.15 1.32678572712 -0.260868185167
2.2 1.31356721841 -0.267959871476
2.25 1.29998042959 -0.275610139471
2.3 1.28599572881 -0.28388887151
2.35 1.27157970312 -0.29287783142
2.4 1.25669450808 -0.3026731979
2.45 1.24129705245 -0.313388847004
2.5 1.22533803359 -0.325160366294
2.55 1.20876071787 -0.338150357036
2.6 1.19149943182 -0.352555185851
2.65 1.17347765835 -0.36861386974
2.7 1.15460562457 -0.386619731304
2.75 1.13477722054 -0.40693595657
2.8 1.11386601532 -0.430016502651
2.85 1.09172002255 -0.45643479033
2.9 1.06815481194 -0.486923106457
2.95 1.04294425567 -0.522428008156
3.0 1.0158079567 -0.564189136155
3.05 0.986393933868 -0.613853028151
3.1 0.954254368261 -0.673640514392
3.15 0.918811041781 -0.74659739521
3.2 0.879305225818 -0.836976601545
3.25 0.834723582953 -0.950832341782
3.3 0.783686402945 -1.09696089028
3.35 0.724275706857 -1.28841372873
3.4 0.653766004276 -1.54495432193
3.45 0.568197351897 -1.89701926335
3.5 0.46169906394 -2.39181322263
3.55 0.325456723091 -3.10120242544
3.6 0.146340812649 -4.12522740352
3.65 -0.0939994857413 -5.56094745485
3.7 -0.415754697526 -7.33704028727
3.75 -0.822711727155 -8.77814236787
3.8 -1.26355655183 -8.44997455556
3.85 -1.62978303495 -5.95116181954
3.9 -1.85376332417 -3.12470956364
3.95 -1.96055303009 -1.33858327107
4.0 -2.0033168505 -0.487980148289
4.05 -2.01743597559 -0.129716696088
4.1 -2.01977403173 0.0143770305605
4.15 -2.0174065478 0.0716423915907
4.2 -2.01316669991 0.0945326716581
4.25 -2.00817248259 0.103889819388
4.3 -2.00286413755 0.107912273054
4.35 -1.99741544322 0.109824797338
4.4 -1.9918952158 0.110900753741
4.45 -1.98633073177 0.111645737521
4.5 -1.98073273048 0.112261777422
4.55 -1.97510532361 0.112830178653
4.6 -1.96944994653 0.11338395002
4.65 -1.96376694262 0.11393665031
